fwd_iat_mean,fwd_iat_max,fwd_iat_min,bwd_iat_mean,bwd_iat_max,bwd_iat_min,active_mean,active_std,active_max,active_min,label
6706536.777777778,10057581.0,509.0,6734240.777777778,10057511.0,2367.0,93843.5,105820.21818112076,309848.0,50494.0,0
3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12100000.0,84900000.0,3.0,29080.2,133243.0,47.0,460.0,0.0,460.0,460.0,4
15046.5,23195.0,6898.0,10305.66667,30298.0,157.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
20500000.0,37800000.0,66.0,18900000.0,37800000.0,35243.0,17654.5,24873.89524,35243.0,66.0,0
3.0,3.0,3.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0
1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,49.0,49.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
103216248.0,103216248.0,103216248.0,103186395.0,103186395.0,103186395.0,60605.0,0.0,60605.0,60605.0,0
156.0,156.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1089.833333,4054.0,20.0,1251344.5,5001142.0,144.0,0.0,0.0,0.0,0.0,3
36300000.0,109000000.0,621.0,54400000.0,109000000.0,5240.0,5306.0,0.0,5306.0,5306.0,5
3663152.219,10000000.0,1.0,4153195.074,10000000.0,1.0,172317.5833,469035.3304,1661704.0,36596.0,0
14300000.0,99800000.0,5.0,36627.5,134196.0,99.0,13936.0,0.0,13936.0,13936.0,4
20200000.0,101000000.0,1.0,18683.6,79123.0,48.0,2.0,0.0,2.0,2.0,4
9555607.111,85000000.0,1.0,220.4,762.0,3.0,1970.0,0.0,1970.0,1970.0,4
48.0,48.0,48.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
235.0,235.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
5884.0,5884.0,5884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
7992.0,15983.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
14200000.0,98800000.0,2.0,14200000.0,98800000.0,48.0,12998.0,0.0,12998.0,12998.0,4
639.25,1727.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5319.111111,24430.0,1.0,2578.326087,40265.0,49.0,0.0,0.0,0.0,0.0,0
11100000.0,99300000.0,1.0,25272.33333,137102.0,47.0,987.0,0.0,987.0,987.0,4
3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11400000.0,68400000.0,3.0,24770.33333,136158.0,14.0,978.0,0.0,978.0,978.0,4
5027845.696,10000000.0,3.0,4417800.96,10000000.0,48.0,58992.5,106493.6249,397155.0,28093.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1652818.0,1652818.0,1652818.0,1652525.0,1652525.0,1652525.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10924.66667,32768.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
41481.0,124555.0,24.0,49385.6,122144.0,192.0,0.0,0.0,0.0,0.0,0
7719866.6,10200000.0,101.0,8648701.615,10200000.0,754.0,25964.63636,7873.508446,49702.0,23455.0,0
6488.5,10974.0,2003.0,37834.5,138081.0,64.0,0.0,0.0,0.0,0.0,4
4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
223499.0,423168.0,23830.0,149035.3333,446678.0,3.0,0.0,0.0,0.0,0.0,0
2732.666667,7975.0,4.0,211.0,211.0,211.0,0.0,0.0,0.0,0.0,0
18335.5,29729.0,6942.0,12406.0,36158.0,4.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15998.0,47987.0,3.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
76000000.0,76000000.0,76000000.0,76000000.0,76000000.0,76000000.0,96517.0,0.0,96517.0,96517.0,0
4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0
2.0,2.0,2.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0
1051787.828,10100000.0,49.0,903012.4706,10100000.0,0.0,91682.33333,117037.9098,226817.0,22759.0,0
190.0,190.0,190.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
10500000.0,32100000.0,997888.0,0.0,0.0,0.0,7009832.0,0.0,7009832.0,7009832.0,5
6303045.421,10000000.0,35366.0,7983828.933,11000000.0,2820.0,899886.9091,2550554.452,8536769.0,34446.0,0
3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
12100000.0,84800000.0,0.0,28464.0,128120.0,15.0,1001.0,0.0,1001.0,1001.0,4
806129.4286,5467847.0,3.0,24198.8,59027.0,3.0,175056.0,0.0,175056.0,175056.0,0
1017370.2,10006725.0,4.0,1547494.5384615385,10055640.0,4.0,108109.0,83482.44080044617,167140.0,49078.0,0
59480365.0,59480365.0,59480365.0,59450000.0,59450000.0,59450000.0,60589.0,0.0,60589.0,60589.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.0,1.0,1.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0
2262925.849,10000000.0,3.0,2221029.111,10100000.0,1.0,886354.8182,2052718.159,6439509.0,23424.0,0
10500000.0,32100000.0,998365.0,0.0,0.0,0.0,7010475.0,0.0,7010475.0,7010475.0,5
10700000.0,58800000.0,553.0,10700000.0,58800000.0,4.0,283236.5,214190.4222,434692.0,131781.0,0
802634.75,3214595.0,4.0,661939.5714,3170499.0,3.0,0.0,0.0,0.0,0.0,1
1.0,1.0,1.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0
14126.0,42372.0,2.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
6098954.368421053,10084554.0,4.0,6145383.777777778,10163155.0,1.0,47988.16666666667,67876.92199566847,263526.0,28186.0,0
4.0,4.0,4.0,46.0,46.0,46.0,0.0,0.0,0.0,0.0,0
16400000.0,98600000.0,1.0,31348.0,110162.0,65.0,992.0,0.0,992.0,992.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
512108.25,1964173.0,119.0,41774.33333333333,83074.0,4.0,0.0,0.0,0.0,0.0,0
21300000.0,85100000.0,5.0,14200000.0,85100000.0,45.0,12967.0,0.0,12967.0,12967.0,4
0.0,0.0,0.0,63.0,63.0,63.0,0.0,0.0,0.0,0.0,0
28500000.0,85600000.0,5.0,28884.2,130017.0,45.0,0.0,0.0,0.0,0.0,4
3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2099765.2857142854,10064093.0,223.0,1656293.5454545454,10064218.0,1.0,254200.75000000003,434378.3195567162,905768.0,36694.0,0
2.0,2.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
59280.666666666664,90876.0,394.0,29511.666666666664,87714.0,3.0,0.0,0.0,0.0,0.0,0
829495.5,3267917.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
7728790.4,10000000.0,364.0,8505446.538,10000000.0,20269.0,41796.27273,17803.03925,95468.0,36174.0,0
48.0,48.0,48.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
7729426.933333334,10240036.0,21360.0,8663571.307692308,10240176.0,2537.0,36134.0,16792.576925534686,86765.0,30920.0,0
4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
916832.8571,6415975.0,1.0,2282867.0,6411134.0,46.0,921.0,0.0,921.0,921.0,3
97.0,97.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0
21700000.0,85600000.0,310.0,382.5,913.0,7.0,0.0,0.0,0.0,0.0,4
4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47.0,47.0,47.0,53.0,53.0,53.0,0.0,0.0,0.0,0.0,0
4578.0,4578.0,4578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,49.0,49.0,49.0,0.0,0.0,0.0,0.0,0
5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
42.0,42.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
845850.5,5001611.0,4.0,37688.33333,69533.0,485.0,0.0,0.0,0.0,0.0,0
2850696.0,5664152.0,37240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
101617.0,101617.0,101617.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
39100000.0,39100000.0,39100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2034791.333,5018657.0,86864.0,998864.0,998864.0,998864.0,0.0,0.0,0.0,0.0,0
5499.0,10994.0,4.0,4873.6,13152.0,47.0,0.0,0.0,0.0,0.0,4
3.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.0,48.0,48.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0
96100000.0,96100000.0,96100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
89084.125,465453.0,119.0,338146.375,1992772.0,411.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,24.5,48.0,1.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
1191507.7,11700000.0,1.0,161.0,542.0,3.0,0.0,0.0,0.0,0.0,0
3054.1071428571427,24075.0,3.0,2284.233333333333,16398.0,2.0,0.0,0.0,0.0,0.0,0
14200000.0,99700000.0,3.0,29267.8,134088.0,15.0,6993.0,0.0,6993.0,6993.0,4
48.0,48.0,48.0,47.0,47.0,47.0,0.0,0.0,0.0,0.0,0
63726.125,148414.0,0.0,56381.88889,188377.0,2.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
141.5,280.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
9097.333333,27288.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
10917.111111111111,29367.0,3.0,15202.0,29368.0,240.0,0.0,0.0,0.0,0.0,0
1.0,1.0,1.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0
12127.66667,29355.0,4.0,11381.28571,37299.0,3.0,0.0,0.0,0.0,0.0,0
47140.22222,221921.0,1.0,57219.71429,157861.0,47.0,0.0,0.0,0.0,0.0,0
1.0,1.0,1.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
2356297.077,30300000.0,4.0,43034.0,260230.0,3.0,380679.0,0.0,380679.0,380679.0,0
5368787.545,10200000.0,18.0,6043786.211,10200000.0,48.0,226951.0,675828.3192,2264650.0,23034.0,0
266.0,266.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2120357.0,2120357.0,2120357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4578948.84,10100000.0,1620.0,5203351.227,10100000.0,49.0,589606.7273,1248631.836,3967130.0,50368.0,0
1751.0,1751.0,1751.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
100892.375,404196.0,220.0,89730.66667,308895.0,4.0,0.0,0.0,0.0,0.0,0
2124.0,2124.0,2124.0,17181.0,17181.0,17181.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
19800000.0,98900000.0,0.0,6884.8,23162.0,45.0,3.0,0.0,3.0,3.0,4
6811.099999999999,24955.0,3.0,9157.6,18671.0,4.0,0.0,0.0,0.0,0.0,0
48.0,48.0,48.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
99480.75,313075.0,214.0,97528.3,218167.0,48.0,0.0,0.0,0.0,0.0,0
2089231.767857143,10031380.0,2.0,1433247.2692307692,10030940.0,49.0,152029.83333333337,470833.5997043065,1647124.0,15003.0,0
7002.5,14003.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2858.0,2858.0,2858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
23893.28571428571,92613.0,1.0,30343.777777777777,95272.0,2.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
16500000.0,82400000.0,1.0,11800000.0,82400000.0,49.0,13006.0,0.0,13006.0,13006.0,4
535476.4,2646348.0,3.0,894432.0,2683288.0,4.0,0.0,0.0,0.0,0.0,0
6120555.210526316,10051916.0,85.0,6951569.0,10051385.0,494.0,99049.66666666669,215234.67459932843,782511.0,36662.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10285.33333,30849.0,3.0,153.3333333,364.0,48.0,0.0,0.0,0.0,0.0,0
10600000.0,84400000.0,1.0,29132.0,133181.0,90.0,995.0,0.0,995.0,995.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,8008.0,16013.0,3.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.0,48.0,48.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
786242.142857143,5370148.0,23.0,16352.0,38168.0,49.0,133524.0,0.0,133524.0,133524.0,0
273.0,273.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
2303409.431,10100000.0,48.0,1559370.458,10100000.0,2.0,185674.3333,515503.256,1822617.0,36657.0,0
4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10522.0,31561.0,2.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
1072153.0,4200538.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
38164.18421052632,995849.0,3.0,11017.911111111114,108507.0,1.0,0.0,0.0,0.0,0.0,0
6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
14413.33333,43232.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
1.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13683.928571428572,35314.0,1.0,21808.428571428572,80161.0,49.0,0.0,0.0,0.0,0.0,0
5873.0,8199.0,3547.0,3549.0,3549.0,3549.0,0.0,0.0,0.0,0.0,0
1011198.2,4679177.0,2.0,287510.0,287510.0,287510.0,0.0,0.0,0.0,0.0,0
2389884.816,10000000.0,4.0,2078692.907,10000000.0,87.0,220878.9091,654059.4138,2192942.0,23306.0,0
10239.666666666668,30713.0,3.0,62.333333333333336,92.0,47.0,0.0,0.0,0.0,0.0,0
2558303.0,9953137.0,108.0,2812143.25,10119157.0,1493.0,280075.0,0.0,280075.0,280075.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10084.0,30202.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2134368.0555555555,10048011.0,3.0,1033675.0093457944,10048102.0,44.0,31466.272727272728,30868.475874558208,124538.0,22032.0,0
48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5007.5,9019.0,996.0,20859.5,73127.0,84.0,0.0,0.0,0.0,0.0,4
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12500000.0,99800000.0,1.0,28688.2,131144.0,34.0,4007.0,0.0,4007.0,4007.0,4
90326.55555555556,272860.0,3.0,85787.0,174414.0,240.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
908962.3333333333,5398683.0,3.0,31476.333333333332,69522.0,3.0,118414.0,0.0,118414.0,118414.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
48.0,48.0,48.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0
1002.0,1002.0,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10180.0,30533.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
4.0,4.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
14000000.0,98200000.0,2.0,925.5,4846.0,46.0,996.0,0.0,996.0,996.0,4
1276810.75,9992010.0,4.0,1378244.625,10100000.0,4.0,222476.0,0.0,222476.0,222476.0,0
632831.75,4935554.0,3.0,8846.571429,30600.0,49.0,0.0,0.0,0.0,0.0,0
12400000.0,99000000.0,1.0,121477.4,435113.0,15.0,1006.0,0.0,1006.0,1006.0,4
24700000.0,98800000.0,5.0,16500000.0,98800000.0,16.0,12999.0,0.0,12999.0,12999.0,4
2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
4043574.517,58500000.0,1.0,3907573.4,58500000.0,1.0,392210.5,445246.0482,707047.0,77374.0,0
397.6,1007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0
17100000.0,102000000.0,3.0,14600000.0,99400000.0,4.0,12941.0,0.0,12941.0,12941.0,0
1491387.2857142857,10134686.0,191.0,29677.333333333332,88153.0,1.0,0.0,0.0,0.0,0.0,0
5735408.143,10000000.0,22964.0,6149579.714,10000000.0,1015.0,35611.0,24995.69832,73104.0,22924.0,0
325.6666667,972.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
40854362.0,40854362.0,40854362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10200000.0,81900000.0,1.0,25436.83333,141223.0,15.0,6593.0,0.0,6593.0,6593.0,4
54589.444444444445,305108.0,46.0,79069.8,178658.0,408.0,0.0,0.0,0.0,0.0,0
119038087.0,119038087.0,119038087.0,119037430.0,119037430.0,119037430.0,49570.0,0.0,49570.0,49570.0,0
71092.5,126854.0,15331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63800592.0,63800592.0,63800592.0,63676352.0,63676352.0,63676352.0,124722.0,0.0,124722.0,124722.0,0
1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1009900.0,3996242.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
49.0,49.0,49.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0
10500000.0,32100000.0,998759.0,0.0,0.0,0.0,7014706.0,0.0,7014706.0,7014706.0,5
12200000.0,85500000.0,1.0,29242.66667,146166.0,1.0,999.0,0.0,999.0,999.0,4
4993.5,9983.0,4.0,16667.0,73147.0,47.0,0.0,0.0,0.0,0.0,4
10700000.0,85600000.0,1.0,59833.66667,227898.0,16.0,58.0,0.0,58.0,58.0,4
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
212.0,212.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0
6257652.5,10200000.0,215.0,7039864.75,10200000.0,250.0,45896.72727,35433.64966,152733.0,35030.0,0
